,of,heur,run,best_x,best_y,maxeval,neval,N,CR,F
6,dartsscore,DE_N=15_CR=0.4_F=1,11385,"[-2.3, 110.9]",[-54.576],1000,422.0,15,0.4,1.0
7,dartsscore,DE_N=15_CR=0.4_F=1,11386,"[-36.2, -105.4]",[-51.9688],1000,inf,15,0.4,1.0
8,dartsscore,DE_N=15_CR=0.4_F=1,11387,"[1.4999999999999858, 110.60000000000001]",[-54.74],1000,173.0,15,0.4,1.0
9,dartsscore,DE_N=15_CR=0.4_F=1,11388,"[-9.200000000000045, 109.69999999999989]",[-53.9765],1000,826.0,15,0.4,1.0
10,dartsscore,DE_N=15_CR=0.4_F=1,11389,"[-8.100000000000014, 110.79999999999988]",[-54.8155],1000,821.0,15,0.4,1.0
11,dartsscore,DE_N=15_CR=0.4_F=1,11390,"[-8.100000000000001, 109.3]",[-53.166],1000,29.0,15,0.4,1.0
12,dartsscore,DE_N=15_CR=0.4_F=1,11391,"[4.800000000000001, 110.89999999999999]",[-54.628],1000,198.0,15,0.4,1.0
13,dartsscore,DE_N=15_CR=0.4_F=1,11392,"[-2.700000000000003, 111.4]",[-54.448],1000,150.0,15,0.4,1.0
14,dartsscore,DE_N=15_CR=0.4_F=1,11393,"[-6.800000000000004, 112.19999999999986]",[-52.548],1000,119.0,15,0.4,1.0
15,dartsscore,DE_N=15_CR=0.4_F=1,11394,"[-2.8000000000000256, 111.80000000000001]",[-54.],1000,913.0,15,0.4,1.0
16,dartsscore,DE_N=15_CR=0.4_F=1,11395,"[8.899999999999977, 109.99999999999991]",[-54.5256],1000,739.0,15,0.4,1.0
17,dartsscore,DE_N=15_CR=0.4_F=1,11396,"[-43.00000000000006, -102.5]",[-52.1122],1000,inf,15,0.4,1.0
18,dartsscore,DE_N=15_CR=0.4_F=1,11397,"[-39.499999999999986, -103.40000000000003]",[-51.9004],1000,inf,15,0.4,1.0
19,dartsscore,DE_N=15_CR=0.4_F=1,11398,"[-11.199999999999974, 109.50000000000004]",[-53.2795],1000,520.0,15,0.4,1.0
0,dartsscore,DE_N=15_CR=0.4_F=1.5,11399,"[4.6, 110.96171874999976]",[-54.856],1000,311.0,15,0.4,1.5
1,dartsscore,DE_N=15_CR=0.4_F=1.5,11400,"[-6.918750000000003, 111.05624999999992]",[-54.724],1000,488.0,15,0.4,1.5
2,dartsscore,DE_N=15_CR=0.4_F=1.5,11401,"[-28.472949218750003, -107.46875000000031]",[-51.832],1000,inf,15,0.4,1.5
3,dartsscore,DE_N=15_CR=0.4_F=1.5,11402,"[-42.00312500000037, -100.76249999999996]",[-48.892],1000,inf,15,0.4,1.5
4,dartsscore,DE_N=15_CR=0.4_F=1.5,11403,"[14.7, 108.32187499999962]",[-43.1464],1000,inf,15,0.4,1.5
5,dartsscore,DE_N=15_CR=0.4_F=1.5,11404,"[2.0000000000000036, 112.4]",[-52.4],1000,inf,15,0.4,1.5
6,dartsscore,DE_N=15_CR=0.4_F=1.5,11405,"[28.31249999999993, -108.3]",[-45.866],1000,inf,15,0.4,1.5
7,dartsscore,DE_N=15_CR=0.4_F=1.5,11406,"[-12.2, 111.05000000000004]",[-53.283],1000,47.0,15,0.4,1.5
8,dartsscore,DE_N=15_CR=0.4_F=1.5,11407,"[-27.295312500000023, -106.7812499999999]",[-51.1024],1000,inf,15,0.4,1.5
9,dartsscore,DE_N=15_CR=0.4_F=1.5,11408,"[2.0242187499998465, 0.662500000000442]",[-47.265],1000,inf,15,0.4,1.5
10,dartsscore,DE_N=15_CR=0.4_F=1.5,11409,"[-21.303125000000335, -109.58515624999977]",[-48.9692],1000,inf,15,0.4,1.5
11,dartsscore,DE_N=15_CR=0.4_F=1.5,11410,"[2.8999999999999977, 112.07499999999999]",[-52.996],1000,137.0,15,0.4,1.5
12,dartsscore,DE_N=15_CR=0.4_F=1.5,11411,"[-38.78281250000005, -103.23749999999995]",[-51.6002],1000,inf,15,0.4,1.5
13,dartsscore,DE_N=15_CR=0.4_F=1.5,11412,"[-26.21875000000005, -107.70625000000001]",[-51.869],1000,inf,15,0.4,1.5
14,dartsscore,DE_N=15_CR=0.4_F=1.5,11413,"[-7.6000000000000085, 111.78437499999993]",[-53.4835],1000,399.0,15,0.4,1.5
15,dartsscore,DE_N=15_CR=0.4_F=1.5,11414,"[-37.400000000000006, -104.57500000000002]",[-52.1246],1000,inf,15,0.4,1.5
16,dartsscore,DE_N=15_CR=0.4_F=1.5,11415,"[-0.9874999999999758, 110.78750000000016]",[-54.384],1000,913.0,15,0.4,1.5
17,dartsscore,DE_N=15_CR=0.4_F=1.5,11416,[ 1.6 -0.6],[-47.715],1000,inf,15,0.4,1.5
18,dartsscore,DE_N=15_CR=0.4_F=1.5,11417,"[-90.75625000000015, -61.0]",[-41.2096],1000,inf,15,0.4,1.5
19,dartsscore,DE_N=15_CR=0.4_F=1.5,11418,"[-1.2937499999999904, 112.4]",[-52.628],1000,143.0,15,0.4,1.5
0,dartsscore,DE_N=15_CR=0.4_F=2,11419,"[-5.7, 111.10000000000059]",[-54.888],1000,527.0,15,0.4,2.0
1,dartsscore,DE_N=15_CR=0.4_F=2,11420,"[6.900000000000006, 111.1]",[-54.504],1000,42.0,15,0.4,2.0
2,dartsscore,DE_N=15_CR=0.4_F=2,11421,"[-84.10000000000016, -73.20000000000006]",[-43.2476],1000,inf,15,0.4,2.0
3,dartsscore,DE_N=15_CR=0.4_F=2,11422,"[-2.7, 109.5]",[-52.62],1000,91.0,15,0.4,2.0
4,dartsscore,DE_N=15_CR=0.4_F=2,11423,"[72.80000000000001, 81.7]",[-47.145],1000,inf,15,0.4,2.0
5,dartsscore,DE_N=15_CR=0.4_F=2,11424,"[1.8999999999999435, 111.00000000000009]",[-54.896],1000,134.0,15,0.4,2.0
6,dartsscore,DE_N=15_CR=0.4_F=2,11425,"[-11.399999999999991, 113.50000000000014]",[-44.328],1000,inf,15,0.4,2.0
7,dartsscore,DE_N=15_CR=0.4_F=2,11426,"[-35.69999999999999, -104.60000000000002]",[-51.7826],1000,inf,15,0.4,2.0
8,dartsscore,DE_N=15_CR=0.4_F=2,11427,"[-38.500000000000114, -104.60000000000001]",[-51.7066],1000,inf,15,0.4,2.0
9,dartsscore,DE_N=15_CR=0.4_F=2,11428,"[-0.29999999999997584, 109.99999999999994]",[-53.576],1000,172.0,15,0.4,2.0
10,dartsscore,DE_N=15_CR=0.4_F=2,11429,"[-34.8000000000001, -107.39999999999999]",[-48.2144],1000,inf,15,0.4,2.0
11,dartsscore,DE_N=15_CR=0.4_F=2,11430,"[0.39999999999982805, -0.8]",[-48.355],1000,inf,15,0.4,2.0
12,dartsscore,DE_N=15_CR=0.4_F=2,11431,"[9.5, 109.69999999999997]",[-54.1322],1000,177.0,15,0.4,2.0
13,dartsscore,DE_N=15_CR=0.4_F=2,11432,"[0.5, -0.3999999999997037]",[-48.4775],1000,inf,15,0.4,2.0
14,dartsscore,DE_N=15_CR=0.4_F=2,11433,"[44.900000000000006, -100.70000000000002]",[-45.6024],1000,inf,15,0.4,2.0
15,dartsscore,DE_N=15_CR=0.4_F=2,11434,"[-1.7, 110.3]",[-54.096],1000,303.0,15,0.4,2.0
16,dartsscore,DE_N=15_CR=0.4_F=2,11435,"[0.5000000000000426, 1.7999999999996419]",[-47.5825],1000,inf,15,0.4,2.0
17,dartsscore,DE_N=15_CR=0.4_F=2,11436,"[9.9, 111.10000000000002]",[-54.3315],1000,269.0,15,0.4,2.0
18,dartsscore,DE_N=15_CR=0.4_F=2,11437,"[5.300000000000011, 113.0]",[-49.972],1000,inf,15,0.4,2.0
19,dartsscore,DE_N=15_CR=0.4_F=2,11438,"[-2.299999999999997, 0.300000000000054]",[-46.975],1000,inf,15,0.4,2.0
0,dartsscore,DE_N=15_CR=0.6_F=0.1,11439,"[0.4593291984400012, 3.148247474234763]",[-45.685],1000,inf,15,0.6,0.1
1,dartsscore,DE_N=15_CR=0.6_F=0.1,11440,"[-36.331374726115996, -104.9523681787193]",[-52.2044],1000,inf,15,0.6,0.1
2,dartsscore,DE_N=15_CR=0.6_F=0.1,11441,"[2.21, 111.76346]",[-54.112],1000,98.0,15,0.6,0.1
3,dartsscore,DE_N=15_CR=0.6_F=0.1,11442,"[1.7958378737244673, -0.1734773984590803]",[-47.7475],1000,inf,15,0.6,0.1
4,dartsscore,DE_N=15_CR=0.6_F=0.1,11443,"[-0.5935186373637729, -1.030678664379746]",[-48.205],1000,inf,15,0.6,0.1
5,dartsscore,DE_N=15_CR=0.6_F=0.1,11444,"[0.28577278186379995, 0.11099908159999974]",[-48.6825],1000,inf,15,0.6,0.1
6,dartsscore,DE_N=15_CR=0.6_F=0.1,11445,"[0.2595306054116999, 0.10590838517053067]",[-48.6825],1000,inf,15,0.6,0.1
7,dartsscore,DE_N=15_CR=0.6_F=0.1,11446,"[0.19753428972052336, -0.13025937186799974]",[-48.6725],1000,inf,15,0.6,0.1
8,dartsscore,DE_N=15_CR=0.6_F=0.1,11447,"[0.2806363633659192, 0.12299999999999978]",[-48.6825],1000,inf,15,0.6,0.1
9,dartsscore,DE_N=15_CR=0.6_F=0.1,11448,[0.2 0.4],[-48.6125],1000,inf,15,0.6,0.1
10,dartsscore,DE_N=15_CR=0.6_F=0.1,11449,"[34.338013189551994, -105.78446266673]",[-46.7262],1000,inf,15,0.6,0.1
11,dartsscore,DE_N=15_CR=0.6_F=0.1,11450,"[0.007435501276061077, -0.004930857410239504]",[-48.685],1000,inf,15,0.6,0.1
12,dartsscore,DE_N=15_CR=0.6_F=0.1,11451,"[-26.125176894728195, -107.99470791614516]",[-52.1664],1000,inf,15,0.6,0.1
13,dartsscore,DE_N=15_CR=0.6_F=0.1,11452,"[-0.4012596422222686, 1.2618929924873294]",[-48.2225],1000,inf,15,0.6,0.1
14,dartsscore,DE_N=15_CR=0.6_F=0.1,11453,"[0.14200492347000004, -0.12510312773260018]",[-48.6725],1000,inf,15,0.6,0.1
15,dartsscore,DE_N=15_CR=0.6_F=0.1,11454,"[-0.4747617679767181, -0.23951231643632898]",[-48.6275],1000,inf,15,0.6,0.1
16,dartsscore,DE_N=15_CR=0.6_F=0.1,11455,"[0.29390235756869687, 0.19513501529340735]",[-48.6825],1000,inf,15,0.6,0.1
17,dartsscore,DE_N=15_CR=0.6_F=0.1,11456,"[-0.09422012471199401, -0.6945554001875147]",[-48.4575],1000,inf,15,0.6,0.1
18,dartsscore,DE_N=15_CR=0.6_F=0.1,11457,"[0.45211842238855415, -0.04605160174105433]",[-48.6225],1000,inf,15,0.6,0.1
19,dartsscore,DE_N=15_CR=0.6_F=0.1,11458,"[57.422079868414336, 94.91423322462616]",[-49.3895],1000,inf,15,0.6,0.1
0,dartsscore,DE_N=15_CR=0.6_F=0.5,11459,"[3.0562500000000012, 109.95312500000001]",[-53.884],1000,113.0,15,0.6,0.5
1,dartsscore,DE_N=15_CR=0.6_F=0.5,11460,"[-43.73154296875002, -101.70731201171873]",[-52.1916],1000,inf,15,0.6,0.5
2,dartsscore,DE_N=15_CR=0.6_F=0.5,11461,"[-42.19565588235855, -102.66093537807464]",[-52.3228],1000,inf,15,0.6,0.5
3,dartsscore,DE_N=15_CR=0.6_F=0.5,11462,"[-37.16461181640625, -104.60545043945312]",[-52.307],1000,inf,15,0.6,0.5
4,dartsscore,DE_N=15_CR=0.6_F=0.5,11463,"[4.691912841796864, 111.43281249999998]",[-54.28],1000,701.0,15,0.6,0.5
5,dartsscore,DE_N=15_CR=0.6_F=0.5,11464,"[5.593749999999998, 110.65]",[-54.652],1000,120.0,15,0.6,0.5
6,dartsscore,DE_N=15_CR=0.6_F=0.5,11465,"[6.5875, 109.65312500000002]",[-53.208],1000,240.0,15,0.6,0.5
7,dartsscore,DE_N=15_CR=0.6_F=0.5,11466,"[-30.01114501953124, -107.0387451171875]",[-52.2804],1000,inf,15,0.6,0.5
8,dartsscore,DE_N=15_CR=0.6_F=0.5,11467,"[2.1028564453124985, 112.30278930664062]",[-52.748],1000,801.0,15,0.6,0.5
9,dartsscore,DE_N=15_CR=0.6_F=0.5,11468,"[-4.740624999999994, 111.63671875000001]",[-54.004],1000,339.0,15,0.6,0.5
10,dartsscore,DE_N=15_CR=0.6_F=0.5,11469,"[-3.017968749999996, 111.08554687500002]",[-54.816],1000,205.0,15,0.6,0.5
11,dartsscore,DE_N=15_CR=0.6_F=0.5,11470,"[-5.950000000000003, 111.31875000000001]",[-54.524],1000,251.0,15,0.6,0.5
12,dartsscore,DE_N=15_CR=0.6_F=0.5,11471,"[0.04321136474615933, -0.025592041015626954]",[-48.685],1000,inf,15,0.6,0.5
13,dartsscore,DE_N=15_CR=0.6_F=0.5,11472,"[0.015278720855720684, -0.08898879289626768]",[-48.685],1000,inf,15,0.6,0.5
14,dartsscore,DE_N=15_CR=0.6_F=0.5,11473,"[-1.5, 110.03125]",[-54.044],1000,53.0,15,0.6,0.5
15,dartsscore,DE_N=15_CR=0.6_F=0.5,11474,"[70.92097425460817, 85.22636055946349]",[-49.554],1000,inf,15,0.6,0.5
16,dartsscore,DE_N=15_CR=0.6_F=0.5,11475,"[3.8138671874999943, 111.67978515624998]",[-54.02],1000,750.0,15,0.6,0.5
17,dartsscore,DE_N=15_CR=0.6_F=0.5,11476,"[-32.52601871490479, -106.01906814575196]",[-52.4286],1000,inf,15,0.6,0.5
18,dartsscore,DE_N=15_CR=0.6_F=0.5,11477,"[0.64855957031251, 112.2881591796875]",[-52.844],1000,539.0,15,0.6,0.5
19,dartsscore,DE_N=15_CR=0.6_F=0.5,11478,"[4.9, 111.35]",[-54.568],1000,95.0,15,0.6,0.5
0,dartsscore,DE_N=15_CR=0.6_F=1,11479,"[4.3000000000000185, 109.49999999999993]",[-52.876],1000,578.0,15,0.6,1.0
1,dartsscore,DE_N=15_CR=0.6_F=1,11480,"[66.6000000000001, 88.49999999999996]",[-49.2552],1000,inf,15,0.6,1.0
2,dartsscore,DE_N=15_CR=0.6_F=1,11481,"[-26.400000000000034, -111.19999999999999]",[-42.1688],1000,inf,15,0.6,1.0
3,dartsscore,DE_N=15_CR=0.6_F=1,11482,"[-8.900000000000048, 109.79999999999995]",[-54.4375],1000,604.0,15,0.6,1.0
4,dartsscore,DE_N=15_CR=0.6_F=1,11483,"[-4.800000000000011, 110.1]",[-54.104],1000,211.0,15,0.6,1.0
5,dartsscore,DE_N=15_CR=0.6_F=1,11484,"[-42.10000000000002, -102.10000000000007]",[-51.674],1000,inf,15,0.6,1.0
6,dartsscore,DE_N=15_CR=0.6_F=1,11485,"[10.300000000000004, 111.30000000000017]",[-53.9648],1000,921.0,15,0.6,1.0
7,dartsscore,DE_N=15_CR=0.6_F=1,11486,"[1.5000000000000853, 0.30000000000001137]",[-47.845],1000,inf,15,0.6,1.0
8,dartsscore,DE_N=15_CR=0.6_F=1,11487,"[-37.299999999999926, -104.9]",[-52.2272],1000,inf,15,0.6,1.0
9,dartsscore,DE_N=15_CR=0.6_F=1,11488,"[-32.500000000000085, -106.1]",[-52.4286],1000,inf,15,0.6,1.0
10,dartsscore,DE_N=15_CR=0.6_F=1,11489,"[72.60000000000011, 83.49999999999999]",[-49.1588],1000,inf,15,0.6,1.0
11,dartsscore,DE_N=15_CR=0.6_F=1,11490,"[4.3999999999999915, 111.60000000000002]",[-54.088],1000,60.0,15,0.6,1.0
12,dartsscore,DE_N=15_CR=0.6_F=1,11491,"[-33.50000000000004, -105.60000000000001]",[-52.1854],1000,inf,15,0.6,1.0
13,dartsscore,DE_N=15_CR=0.6_F=1,11492,"[-3.5000000000000018, 111.6]",[-54.252],1000,259.0,15,0.6,1.0
14,dartsscore,DE_N=15_CR=0.6_F=1,11493,"[-32.79999999999995, -106.09999999999978]",[-52.3412],1000,inf,15,0.6,1.0
15,dartsscore,DE_N=15_CR=0.6_F=1,11494,"[1.200000000000088, 111.80000000000015]",[-53.876],1000,325.0,15,0.6,1.0
16,dartsscore,DE_N=15_CR=0.6_F=1,11495,"[-40.900000000000034, -101.9]",[-50.7448],1000,inf,15,0.6,1.0
17,dartsscore,DE_N=15_CR=0.6_F=1,11496,"[0.20000000000602114, 0.1000000000027228]",[-48.6825],1000,inf,15,0.6,1.0
18,dartsscore,DE_N=15_CR=0.6_F=1,11497,"[9.600000000000009, 109.70000000000009]",[-53.8378],1000,413.0,15,0.6,1.0
19,dartsscore,DE_N=15_CR=0.6_F=1,11498,"[-26.899999999999906, -107.60000000000012]",[-52.255],1000,inf,15,0.6,1.0
0,dartsscore,DE_N=15_CR=0.6_F=1.5,11499,"[-29.874999999999957, -108.05000000000001]",[-50.654],1000,inf,15,0.6,1.5
1,dartsscore,DE_N=15_CR=0.6_F=1.5,11500,"[-2.482031250000013, 111.45625000000014]",[-54.5],1000,579.0,15,0.6,1.5
2,dartsscore,DE_N=15_CR=0.6_F=1.5,11501,[ -34.9 -107.5],[-47.7166],1000,inf,15,0.6,1.5
3,dartsscore,DE_N=15_CR=0.6_F=1.5,11502,"[10.824999999999996, 109.61249999999993]",[-53.5452],1000,346.0,15,0.6,1.5
4,dartsscore,DE_N=15_CR=0.6_F=1.5,11503,[-0.9  0.3],[-48.3075],1000,inf,15,0.6,1.5
5,dartsscore,DE_N=15_CR=0.6_F=1.5,11504,"[6.024999999999812, 111.5898437500002]",[-54.248],1000,689.0,15,0.6,1.5
6,dartsscore,DE_N=15_CR=0.6_F=1.5,11505,"[0.6, 109.6750000000001]",[-52.936],1000,227.0,15,0.6,1.5
7,dartsscore,DE_N=15_CR=0.6_F=1.5,11506,"[0.38125000000003695, 111.75625000000005]",[-54.16],1000,397.0,15,0.6,1.5
8,dartsscore,DE_N=15_CR=0.6_F=1.5,11507,"[0.5765624999999555, -0.17499999999999538]",[-48.575],1000,inf,15,0.6,1.5
9,dartsscore,DE_N=15_CR=0.6_F=1.5,11508,"[-0.29999999999999183, 111.79999999999998]",[-54.08],1000,337.0,15,0.6,1.5
10,dartsscore,DE_N=15_CR=0.6_F=1.5,11509,"[12.562499999999943, 108.37187500000014]",[-49.0718],1000,inf,15,0.6,1.5
11,dartsscore,DE_N=15_CR=0.6_F=1.5,11510,"[-30.11289062499982, -105.99511718750026]",[-51.4748],1000,inf,15,0.6,1.5
12,dartsscore,DE_N=15_CR=0.6_F=1.5,11511,"[67.35, 91.47968749999984]",[-42.534],1000,inf,15,0.6,1.5
13,dartsscore,DE_N=15_CR=0.6_F=1.5,11512,"[-0.6499999999999986, 112.94999999999999]",[-50.412],1000,inf,15,0.6,1.5
14,dartsscore,DE_N=15_CR=0.6_F=1.5,11513,[1.  1.4],[-47.5825],1000,inf,15,0.6,1.5
15,dartsscore,DE_N=15_CR=0.6_F=1.5,11514,"[-8.102929687499824, 109.65156249999933]",[-53.5475],1000,422.0,15,0.6,1.5
16,dartsscore,DE_N=15_CR=0.6_F=1.5,11515,"[-25.426562500000067, -108.94999999999999]",[-50.8184],1000,inf,15,0.6,1.5
17,dartsscore,DE_N=15_CR=0.6_F=1.5,11516,"[-8.4, 107.25]",[-43.0785],1000,inf,15,0.6,1.5
18,dartsscore,DE_N=15_CR=0.6_F=1.5,11517,"[1.6033935546874574, 112.28789062499999]",[-52.892],1000,537.0,15,0.6,1.5
19,dartsscore,DE_N=15_CR=0.6_F=1.5,11518,"[11.035937500000095, 109.7000000000001]",[-53.6014],1000,350.0,15,0.6,1.5
0,dartsscore,DE_N=15_CR=0.6_F=2,11519,"[55.5, 96.4]",[-48.7483],1000,inf,15,0.6,2.0
1,dartsscore,DE_N=15_CR=0.6_F=2,11520,"[-25.500000000000277, -105.29999999999994]",[-45.2208],1000,inf,15,0.6,2.0
2,dartsscore,DE_N=15_CR=0.6_F=2,11521,"[-10.100000000000009, 111.30000000000004]",[-54.263],1000,199.0,15,0.6,2.0
3,dartsscore,DE_N=15_CR=0.6_F=2,11522,"[69.00000000000003, 87.99999999999993]",[-48.5748],1000,inf,15,0.6,2.0
4,dartsscore,DE_N=15_CR=0.6_F=2,11523,[-0.4 -0.5],[-48.5375],1000,inf,15,0.6,2.0
5,dartsscore,DE_N=15_CR=0.6_F=2,11524,"[-36.49999999999916, -102.10000000000021]",[-45.809],1000,inf,15,0.6,2.0
6,dartsscore,DE_N=15_CR=0.6_F=2,11525,"[-43.79999999999866, -100.60000000000002]",[-50.374],1000,inf,15,0.6,2.0
7,dartsscore,DE_N=15_CR=0.6_F=2,11526,"[-10.800000000000338, 110.69999999999956]",[-54.7875],1000,626.0,15,0.6,2.0
8,dartsscore,DE_N=15_CR=0.6_F=2,11527,"[-25.70000000000029, -109.70000000000066]",[-48.5514],1000,inf,15,0.6,2.0
9,dartsscore,DE_N=15_CR=0.6_F=2,11528,"[3.4, 112.20000000000033]",[-52.772],1000,181.0,15,0.6,2.0
10,dartsscore,DE_N=15_CR=0.6_F=2,11529,"[70.89999999999996, 83.8]",[-47.8896],1000,inf,15,0.6,2.0
11,dartsscore,DE_N=15_CR=0.6_F=2,11530,"[58.30000000000001, 92.59999999999998]",[-46.638],1000,inf,15,0.6,2.0
12,dartsscore,DE_N=15_CR=0.6_F=2,11531,"[5.2, 111.69999999999985]",[-53.972],1000,750.0,15,0.6,2.0
13,dartsscore,DE_N=15_CR=0.6_F=2,11532,"[-3.2, 109.90000000000002]",[-53.512],1000,73.0,15,0.6,2.0
14,dartsscore,DE_N=15_CR=0.6_F=2,11533,"[2.3999999999999915, 109.19999999999996]",[-51.784],1000,inf,15,0.6,2.0
15,dartsscore,DE_N=15_CR=0.6_F=2,11534,[-2.3  0. ],[-47.0725],1000,inf,15,0.6,2.0
16,dartsscore,DE_N=15_CR=0.6_F=2,11535,[ 2.6 -1.2],[-45.7325],1000,inf,15,0.6,2.0
17,dartsscore,DE_N=15_CR=0.6_F=2,11536,"[-5.000000000003066, 109.79999999999868]",[-53.312],1000,926.0,15,0.6,2.0
18,dartsscore,DE_N=15_CR=0.6_F=2,11537,"[12.400000000000006, 111.9]",[-50.6384],1000,inf,15,0.6,2.0
19,dartsscore,DE_N=15_CR=0.6_F=2,11538,"[5.0999999999997385, 110.89999999999915]",[-55.],1000,883.0,15,0.6,2.0
0,dartsscore,DE_N=15_CR=0.8_F=0.1,11539,"[-22.001935963965433, -108.57530107793976]",[-50.756],1000,inf,15,0.8,0.1
1,dartsscore,DE_N=15_CR=0.8_F=0.1,11540,"[-16.89330752263944, 162.39991390598044]",[-33.5825],1000,inf,15,0.8,0.1
2,dartsscore,DE_N=15_CR=0.8_F=0.1,11541,"[0.35818849556075794, 0.5899731111943886]",[-48.4875],1000,inf,15,0.8,0.1
3,dartsscore,DE_N=15_CR=0.8_F=0.1,11542,"[0.009083465330979854, -0.09679787262000006]",[-48.685],1000,inf,15,0.8,0.1
4,dartsscore,DE_N=15_CR=0.8_F=0.1,11543,"[-4.554275412, 111.75153906]",[-54.056],1000,99.0,15,0.8,0.1
5,dartsscore,DE_N=15_CR=0.8_F=0.1,11544,"[-32.8387520206166, -105.9054714751303]",[-52.2462],1000,inf,15,0.8,0.1
6,dartsscore,DE_N=15_CR=0.8_F=0.1,11545,"[-0.13577383774800367, 0.26273904008217924]",[-48.705],1000,inf,15,0.8,0.1
7,dartsscore,DE_N=15_CR=0.8_F=0.1,11546,"[0.02723008600000014, -0.04796479000000034]",[-48.685],1000,inf,15,0.8,0.1
8,dartsscore,DE_N=15_CR=0.8_F=0.1,11547,"[-0.13829387725309458, 0.20461685679301433]",[-48.705],1000,inf,15,0.8,0.1
9,dartsscore,DE_N=15_CR=0.8_F=0.1,11548,"[-9.505882507530721, 109.33009089061642]",[-53.257],1000,241.0,15,0.8,0.1
10,dartsscore,DE_N=15_CR=0.8_F=0.1,11549,"[1.0002258767838303, -0.28403263882121554]",[-48.3575],1000,inf,15,0.8,0.1
11,dartsscore,DE_N=15_CR=0.8_F=0.1,11550,"[10.4, 111.315304]",[-53.8802],1000,92.0,15,0.8,0.1
12,dartsscore,DE_N=15_CR=0.8_F=0.1,11551,"[0.6784150219172882, -0.5908827513112767]",[-48.44],1000,inf,15,0.8,0.1
13,dartsscore,DE_N=15_CR=0.8_F=0.1,11552,"[0.4747160336000016, -0.06745038000000003]",[-48.6225],1000,inf,15,0.8,0.1
14,dartsscore,DE_N=15_CR=0.8_F=0.1,11553,"[-34.189383999600004, -105.40144913984258]",[-52.25],1000,inf,15,0.8,0.1
15,dartsscore,DE_N=15_CR=0.8_F=0.1,11554,"[137.03978999018895, -92.00168240641906]",[-27.3435],1000,inf,15,0.8,0.1
16,dartsscore,DE_N=15_CR=0.8_F=0.1,11555,"[0.28641952731789094, -0.20749651254037338]",[-48.6175],1000,inf,15,0.8,0.1
17,dartsscore,DE_N=15_CR=0.8_F=0.1,11556,"[-0.30204715586879605, -0.0013993780039684572]",[-48.6125],1000,inf,15,0.8,0.1
18,dartsscore,DE_N=15_CR=0.8_F=0.1,11557,"[-0.5397080611730747, 0.6705862358262451]",[-48.4425],1000,inf,15,0.8,0.1
19,dartsscore,DE_N=15_CR=0.8_F=0.1,11558,"[0.20208745673545017, 0.18865637921381784]",[-48.6825],1000,inf,15,0.8,0.1
0,dartsscore,DE_N=15_CR=0.8_F=0.5,11559,"[0.05480232238769414, -0.00850099325176959]",[-48.685],1000,inf,15,0.8,0.5
1,dartsscore,DE_N=15_CR=0.8_F=0.5,11560,"[-32.56718635559083, -106.02719230651854]",[-52.4286],1000,inf,15,0.8,0.5
2,dartsscore,DE_N=15_CR=0.8_F=0.5,11561,"[-1.75, 111.7125]",[-54.192],1000,73.0,15,0.8,0.5
3,dartsscore,DE_N=15_CR=0.8_F=0.5,11562,"[61.46092116236686, 92.37266800999643]",[-49.626],1000,inf,15,0.8,0.5
4,dartsscore,DE_N=15_CR=0.8_F=0.5,11563,"[-31.606249999999996, -106.61874999999998]",[-51.9536],1000,inf,15,0.8,0.5
5,dartsscore,DE_N=15_CR=0.8_F=0.5,11564,"[1.4343749999999957, 111.99062500000001]",[-53.7],1000,387.0,15,0.8,0.5
6,dartsscore,DE_N=15_CR=0.8_F=0.5,11565,"[-36.55077776908876, -104.69760900735855]",[-52.3298],1000,inf,15,0.8,0.5
7,dartsscore,DE_N=15_CR=0.8_F=0.5,11566,"[4.1, 110.47500000000001]",[-54.488],1000,160.0,15,0.8,0.5
8,dartsscore,DE_N=15_CR=0.8_F=0.5,11567,"[-42.15663404464722, -102.69770017862317]",[-52.3228],1000,inf,15,0.8,0.5
9,dartsscore,DE_N=15_CR=0.8_F=0.5,11568,"[-3.4679687500000114, 112.20625000000001]",[-52.988],1000,174.0,15,0.8,0.5
10,dartsscore,DE_N=15_CR=0.8_F=0.5,11569,"[-32.50408219024541, -106.09998792409901]",[-52.4286],1000,inf,15,0.8,0.5
11,dartsscore,DE_N=15_CR=0.8_F=0.5,11570,"[-0.15979986190796702, 0.29131889343263095]",[-48.705],1000,inf,15,0.8,0.5
12,dartsscore,DE_N=15_CR=0.8_F=0.5,11571,"[0.40380859375, -2.4755859375]",[-46.7825],1000,inf,15,0.8,0.5
13,dartsscore,DE_N=15_CR=0.8_F=0.5,11572,"[7.900000000000002, 110.9]",[-54.6623],1000,22.0,15,0.8,0.5
14,dartsscore,DE_N=15_CR=0.8_F=0.5,11573,"[-5.9375, 109.64218749999999]",[-53.2075],1000,123.0,15,0.8,0.5
15,dartsscore,DE_N=15_CR=0.8_F=0.5,11574,"[-6.873773193359377, 110.62578124999999]",[-54.908],1000,276.0,15,0.8,0.5
16,dartsscore,DE_N=15_CR=0.8_F=0.5,11575,"[-1.2999999999999972, 109.7]",[-52.9],1000,20.0,15,0.8,0.5
17,dartsscore,DE_N=15_CR=0.8_F=0.5,11576,"[-30.00930909877644, -107.06264921119435]",[-52.2804],1000,inf,15,0.8,0.5
