,of,heur,run,best_x,best_y,maxeval,neval,N,CR,F
0,dartsscore,DE_N=10_CR=0_F=0.1,10539,"[0.0921977299999992, -0.05012000000000005]",[-48.685],1000,inf,10,0.0,0.1
1,dartsscore,DE_N=10_CR=0_F=0.1,10540,"[1.3402492358000018, -0.5889062746999997]",[-48.04],1000,inf,10,0.0,0.1
2,dartsscore,DE_N=10_CR=0_F=0.1,10541,"[0.20537499999999864, 0.15722544760000232]",[-48.6825],1000,inf,10,0.0,0.1
3,dartsscore,DE_N=10_CR=0_F=0.1,10542,"[0.09630103378950292, -0.005282417731516033]",[-48.685],1000,inf,10,0.0,0.1
4,dartsscore,DE_N=10_CR=0_F=0.1,10543,"[-0.02554391200000021, 0.0897442300000002]",[-48.64],1000,inf,10,0.0,0.1
5,dartsscore,DE_N=10_CR=0_F=0.1,10544,"[0.2098129999399997, 0.15621138999999773]",[-48.6825],1000,inf,10,0.0,0.1
6,dartsscore,DE_N=10_CR=0_F=0.1,10545,"[-106.00945052380317, 32.158351837999994]",[-38.5],1000,inf,10,0.0,0.1
7,dartsscore,DE_N=10_CR=0_F=0.1,10546,"[7.388770805, 111.794094]",[-53.9023],1000,468.0,10,0.0,0.1
8,dartsscore,DE_N=10_CR=0_F=0.1,10547,"[0.2308802783236089, -0.9569764514575454]",[-48.265],1000,inf,10,0.0,0.1
9,dartsscore,DE_N=10_CR=0_F=0.1,10548,"[0.214081951999999, 0.10224200391943944]",[-48.6825],1000,inf,10,0.0,0.1
10,dartsscore,DE_N=10_CR=0_F=0.1,10549,"[-0.10981006423000128, 0.24099999999999955]",[-48.705],1000,inf,10,0.0,0.1
11,dartsscore,DE_N=10_CR=0_F=0.1,10550,"[-26.45512109973, -107.92489799999998]",[-52.1322],1000,inf,10,0.0,0.1
12,dartsscore,DE_N=10_CR=0_F=0.1,10551,"[1.2182472899999996, 113.39908234987074]",[-49.268],1000,inf,10,0.0,0.1
13,dartsscore,DE_N=10_CR=0_F=0.1,10552,"[-2.7388379, 112.1035699]",[-53.12],1000,340.0,10,0.0,0.1
14,dartsscore,DE_N=10_CR=0_F=0.1,10553,"[0.29872500000000085, 0.42833480000000035]",[-48.6125],1000,inf,10,0.0,0.1
15,dartsscore,DE_N=10_CR=0_F=0.1,10554,"[-27.194779999999998, -107.44783799999998]",[-52.231],1000,inf,10,0.0,0.1
16,dartsscore,DE_N=10_CR=0_F=0.1,10555,"[0.01154969100000057, -0.46099999999999997]",[-48.5525],1000,inf,10,0.0,0.1
17,dartsscore,DE_N=10_CR=0_F=0.1,10556,"[-1.8539739999999973, 111.83030946]",[-53.82],1000,449.0,10,0.0,0.1
18,dartsscore,DE_N=10_CR=0_F=0.1,10557,"[-0.16970833999999893, 0.2300432166182021]",[-48.705],1000,inf,10,0.0,0.1
19,dartsscore,DE_N=10_CR=0_F=0.1,10558,"[-0.3989794599999973, 0.621095]",[-48.54],1000,inf,10,0.0,0.1
0,dartsscore,DE_N=10_CR=0_F=0.5,10559,"[3.251562499999997, 111.303125]",[-54.484],1000,401.0,10,0.0,0.5
1,dartsscore,DE_N=10_CR=0_F=0.5,10560,"[-39.618750000000006, -102.556787109375]",[-50.8706],1000,inf,10,0.0,0.5
2,dartsscore,DE_N=10_CR=0_F=0.5,10561,"[-46.0109375, -101.23749999999998]",[-50.9974],1000,inf,10,0.0,0.5
3,dartsscore,DE_N=10_CR=0_F=0.5,10562,"[7.853124999999993, 110.54414062500004]",[-55.0909],1000,726.0,10,0.0,0.5
4,dartsscore,DE_N=10_CR=0_F=0.5,10563,"[90.8875, -61.94375000000002]",[-40.239],1000,inf,10,0.0,0.5
5,dartsscore,DE_N=10_CR=0_F=0.5,10564,"[-31.150000000000002, -106.3375]",[-52.1436],1000,inf,10,0.0,0.5
6,dartsscore,DE_N=10_CR=0_F=0.5,10565,"[-34.45, -105.48749999999998]",[-52.0524],1000,inf,10,0.0,0.5
7,dartsscore,DE_N=10_CR=0_F=0.5,10566,"[-6.5, 109.8375]",[-53.968],1000,151.0,10,0.0,0.5
8,dartsscore,DE_N=10_CR=0_F=0.5,10567,"[-0.7, 110.0625]",[-53.548],1000,50.0,10,0.0,0.5
9,dartsscore,DE_N=10_CR=0_F=0.5,10568,"[-4.1, 111.9]",[-53.72],1000,202.0,10,0.0,0.5
10,dartsscore,DE_N=10_CR=0_F=0.5,10569,"[0.3156250000000007, 0.07656249999999432]",[-48.68],1000,inf,10,0.0,0.5
11,dartsscore,DE_N=10_CR=0_F=0.5,10570,"[-4.3500000000000085, 112.43125]",[-52.22],1000,inf,10,0.0,0.5
12,dartsscore,DE_N=10_CR=0_F=0.5,10571,"[8.7, 108.95355224609374]",[-51.8496],1000,inf,10,0.0,0.5
13,dartsscore,DE_N=10_CR=0_F=0.5,10572,"[-37.67246093750003, -104.0]",[-51.7788],1000,inf,10,0.0,0.5
14,dartsscore,DE_N=10_CR=0_F=0.5,10573,"[-37.17499999999999, -104.72500000000001]",[-52.0714],1000,inf,10,0.0,0.5
15,dartsscore,DE_N=10_CR=0_F=0.5,10574,"[-25.315624999999997, -107.7046875]",[-51.9932],1000,inf,10,0.0,0.5
16,dartsscore,DE_N=10_CR=0_F=0.5,10575,"[-0.2, 109.83125000000001]",[-53.504],1000,440.0,10,0.0,0.5
17,dartsscore,DE_N=10_CR=0_F=0.5,10576,"[1.8125000000000004, 110.9]",[-54.712],1000,42.0,10,0.0,0.5
18,dartsscore,DE_N=10_CR=0_F=0.5,10577,"[-29.153124999999996, -107.125]",[-52.0562],1000,inf,10,0.0,0.5
19,dartsscore,DE_N=10_CR=0_F=0.5,10578,"[-41.0625, -103.3125]",[-52.0752],1000,inf,10,0.0,0.5
0,dartsscore,DE_N=10_CR=0_F=1,10579,"[0.5, -1.0000000000000284]",[-48.1425],1000,inf,10,0.0,1.0
1,dartsscore,DE_N=10_CR=0_F=1,10580,"[1.6999999999999589, 109.70000000000005]",[-53.188],1000,460.0,10,0.0,1.0
2,dartsscore,DE_N=10_CR=0_F=1,10581,"[-11.099999999999994, 110.09999999999998]",[-54.28],1000,552.0,10,0.0,1.0
3,dartsscore,DE_N=10_CR=0_F=1,10582,"[5.2, 111.20000000000002]",[-54.408],1000,433.0,10,0.0,1.0
4,dartsscore,DE_N=10_CR=0_F=1,10583,"[-42.100000000000065, -102.7]",[-52.3228],1000,inf,10,0.0,1.0
5,dartsscore,DE_N=10_CR=0_F=1,10584,"[-4.8, 109.89999999999999]",[-54.],1000,140.0,10,0.0,1.0
6,dartsscore,DE_N=10_CR=0_F=1,10585,"[-3.599999999999998, 109.49999999999997]",[-52.88],1000,467.0,10,0.0,1.0
7,dartsscore,DE_N=10_CR=0_F=1,10586,"[9.499999999999943, 107.99999999999999]",[-48.1352],1000,inf,10,0.0,1.0
8,dartsscore,DE_N=10_CR=0_F=1,10587,"[-4.299999999999997, 110.3]",[-54.276],1000,146.0,10,0.0,1.0
9,dartsscore,DE_N=10_CR=0_F=1,10588,"[7.599999999999987, 110.4]",[-54.6063],1000,920.0,10,0.0,1.0
10,dartsscore,DE_N=10_CR=0_F=1,10589,"[-25.599999999999994, -108.3]",[-52.2726],1000,inf,10,0.0,1.0
11,dartsscore,DE_N=10_CR=0_F=1,10590,"[-5.099999999999774, 112.6]",[-51.28],1000,inf,10,0.0,1.0
12,dartsscore,DE_N=10_CR=0_F=1,10591,"[10.0, 111.60000000000001]",[-53.702],1000,46.0,10,0.0,1.0
13,dartsscore,DE_N=10_CR=0_F=1,10592,"[-44.599999999999966, -101.5]",[-51.8982],1000,inf,10,0.0,1.0
14,dartsscore,DE_N=10_CR=0_F=1,10593,"[3.4000000000000057, 111.39999999999999]",[-54.452],1000,237.0,10,0.0,1.0
15,dartsscore,DE_N=10_CR=0_F=1,10594,"[-4.4, 110.29999999999998]",[-54.624],1000,214.0,10,0.0,1.0
16,dartsscore,DE_N=10_CR=0_F=1,10595,"[-40.5, -104.00000000000001]",[-51.7296],1000,inf,10,0.0,1.0
17,dartsscore,DE_N=10_CR=0_F=1,10596,"[9.599999999999973, 108.79999999999997]",[-51.5605],1000,inf,10,0.0,1.0
18,dartsscore,DE_N=10_CR=0_F=1,10597,"[11.0, 109.0]",[-52.2515],1000,inf,10,0.0,1.0
19,dartsscore,DE_N=10_CR=0_F=1,10598,"[-38.49999999999999, -104.6]",[-52.0562],1000,inf,10,0.0,1.0
0,dartsscore,DE_N=10_CR=0_F=1.5,10599,"[-27.031249999999886, -108.50000000000001]",[-50.9788],1000,inf,10,0.0,1.5
1,dartsscore,DE_N=10_CR=0_F=1.5,10600,"[3.9, 111.00000000000001]",[-54.952],1000,74.0,10,0.0,1.5
2,dartsscore,DE_N=10_CR=0_F=1.5,10601,"[-1.4687500000002274, 113.82499999999999]",[-46.424],1000,inf,10,0.0,1.5
3,dartsscore,DE_N=10_CR=0_F=1.5,10602,"[-6.317187499999871, 110.77915039062458]",[-54.956],1000,784.0,10,0.0,1.5
4,dartsscore,DE_N=10_CR=0_F=1.5,10603,"[3.5, 111.71249999999998]",[-54.136],1000,93.0,10,0.0,1.5
5,dartsscore,DE_N=10_CR=0_F=1.5,10604,"[-23.473437500000117, -107.3]",[-50.1412],1000,inf,10,0.0,1.5
6,dartsscore,DE_N=10_CR=0_F=1.5,10605,"[-3.7, 112.02499999999998]",[-53.42],1000,240.0,10,0.0,1.5
7,dartsscore,DE_N=10_CR=0_F=1.5,10606,"[-39.49531250000007, -104.225]",[-51.7142],1000,inf,10,0.0,1.5
8,dartsscore,DE_N=10_CR=0_F=1.5,10607,"[-4.15, 110.37031250000047]",[-54.516],1000,350.0,10,0.0,1.5
9,dartsscore,DE_N=10_CR=0_F=1.5,10608,"[-1.1562499999999716, 109.48242187499994]",[-52.416],1000,inf,10,0.0,1.5
10,dartsscore,DE_N=10_CR=0_F=1.5,10609,"[-37.450000000000024, -103.25]",[-50.6692],1000,inf,10,0.0,1.5
11,dartsscore,DE_N=10_CR=0_F=1.5,10610,"[-0.4, 111.62500000000003]",[-54.224],1000,75.0,10,0.0,1.5
12,dartsscore,DE_N=10_CR=0_F=1.5,10611,"[-32.816796875000065, -106.25]",[-51.8776],1000,inf,10,0.0,1.5
13,dartsscore,DE_N=10_CR=0_F=1.5,10612,[-82.9 -72.5],[-43.0449],1000,inf,10,0.0,1.5
14,dartsscore,DE_N=10_CR=0_F=1.5,10613,"[1.2515624999999346, 113.12460937500025]",[-49.976],1000,inf,10,0.0,1.5
15,dartsscore,DE_N=10_CR=0_F=1.5,10614,"[-26.65312499999996, -108.52500000000002]",[-51.3228],1000,inf,10,0.0,1.5
16,dartsscore,DE_N=10_CR=0_F=1.5,10615,"[8.874999999999986, 108.12812500000017]",[-48.3938],1000,inf,10,0.0,1.5
17,dartsscore,DE_N=10_CR=0_F=1.5,10616,"[-0.48749999999998295, 112.890625]",[-50.784],1000,inf,10,0.0,1.5
18,dartsscore,DE_N=10_CR=0_F=1.5,10617,"[1.7, 111.49999999999999]",[-54.512],1000,230.0,10,0.0,1.5
19,dartsscore,DE_N=10_CR=0_F=1.5,10618,"[8.579687499999949, 108.89062499999993]",[-51.6869],1000,inf,10,0.0,1.5
0,dartsscore,DE_N=10_CR=0_F=2,10619,"[-24.900000000000233, -107.49999999999991]",[-51.36],1000,inf,10,0.0,2.0
1,dartsscore,DE_N=10_CR=0_F=2,10620,"[4.999999999999922, 112.60000000000004]",[-51.728],1000,inf,10,0.0,2.0
2,dartsscore,DE_N=10_CR=0_F=2,10621,"[32.70000000000033, -106.1]",[-46.4746],1000,inf,10,0.0,2.0
3,dartsscore,DE_N=10_CR=0_F=2,10622,"[-8.699999999999982, 109.7]",[-53.8615],1000,87.0,10,0.0,2.0
4,dartsscore,DE_N=10_CR=0_F=2,10623,"[11.600000000000023, 111.10000000000014]",[-53.4496],1000,387.0,10,0.0,2.0
5,dartsscore,DE_N=10_CR=0_F=2,10624,"[-3.5, 111.00000000000009]",[-54.796],1000,751.0,10,0.0,2.0
6,dartsscore,DE_N=10_CR=0_F=2,10625,"[-1.4210854715202004e-14, 109.3]",[-51.768],1000,inf,10,0.0,2.0
7,dartsscore,DE_N=10_CR=0_F=2,10626,"[-1.099999999999999, 110.0]",[-53.756],1000,73.0,10,0.0,2.0
8,dartsscore,DE_N=10_CR=0_F=2,10627,"[4.3, 110.89999999999999]",[-54.484],1000,54.0,10,0.0,2.0
9,dartsscore,DE_N=10_CR=0_F=2,10628,"[-35.39999999996432, -105.4]",[-52.0068],1000,inf,10,0.0,2.0
10,dartsscore,DE_N=10_CR=0_F=2,10629,"[-1.2, 112.59999999999867]",[-51.972],1000,inf,10,0.0,2.0
11,dartsscore,DE_N=10_CR=0_F=2,10630,"[-0.40000000000000746, 111.99999999999989]",[-53.516],1000,400.0,10,0.0,2.0
12,dartsscore,DE_N=10_CR=0_F=2,10631,"[-0.6999999999999602, 111.20000000000005]",[-54.54],1000,688.0,10,0.0,2.0
13,dartsscore,DE_N=10_CR=0_F=2,10632,"[7.899999999999977, 110.1]",[-54.3103],1000,233.0,10,0.0,2.0
14,dartsscore,DE_N=10_CR=0_F=2,10633,"[2.099999999999852, 2.300000000000068]",[-45.4875],1000,inf,10,0.0,2.0
15,dartsscore,DE_N=10_CR=0_F=2,10634,"[-0.09999999999948272, 110.40000000000009]",[-54.32],1000,750.0,10,0.0,2.0
16,dartsscore,DE_N=10_CR=0_F=2,10635,"[70.8, 87.69999999999992]",[-46.548],1000,inf,10,0.0,2.0
17,dartsscore,DE_N=10_CR=0_F=2,10636,"[67.40000000000002, 92.0]",[-40.6476],1000,inf,10,0.0,2.0
18,dartsscore,DE_N=10_CR=0_F=2,10637,"[-7.300000000000004, 112.1]",[-52.636],1000,71.0,10,0.0,2.0
19,dartsscore,DE_N=10_CR=0_F=2,10638,"[-20.8, -110.2000000000001]",[-45.395],1000,inf,10,0.0,2.0
0,dartsscore,DE_N=10_CR=0.2_F=0.1,10639,"[3.6671847909999986, -5.314735194549999]",[-34.9398],1000,inf,10,0.2,0.1
1,dartsscore,DE_N=10_CR=0.2_F=0.1,10640,"[-88.89657809868422, -66.05820206346]",[-44.],1000,inf,10,0.2,0.1
2,dartsscore,DE_N=10_CR=0.2_F=0.1,10641,"[-107.06353438638673, 28.946744591884347]",[-38.5812],1000,inf,10,0.2,0.1
3,dartsscore,DE_N=10_CR=0.2_F=0.1,10642,"[-2.6874131099999996, 0.786125534077003]",[-46.3325],1000,inf,10,0.2,0.1
4,dartsscore,DE_N=10_CR=0.2_F=0.1,10643,"[0.003132960669999879, -0.07114732286320076]",[-48.685],1000,inf,10,0.2,0.1
5,dartsscore,DE_N=10_CR=0.2_F=0.1,10644,"[0.24149606462921902, 0.10004839528959933]",[-48.6825],1000,inf,10,0.2,0.1
6,dartsscore,DE_N=10_CR=0.2_F=0.1,10645,"[-2.9677386937999994, 1.194889652300001]",[-45.2925],1000,inf,10,0.2,0.1
7,dartsscore,DE_N=10_CR=0.2_F=0.1,10646,"[-0.15284579367277132, 0.29464621352895026]",[-48.705],1000,inf,10,0.2,0.1
8,dartsscore,DE_N=10_CR=0.2_F=0.1,10647,"[-34.805873170000005, -105.51217340000001]",[-52.2994],1000,inf,10,0.2,0.1
9,dartsscore,DE_N=10_CR=0.2_F=0.1,10648,"[1.3716605600000007, 109.73514000000002]",[-53.2],1000,99.0,10,0.2,0.1
10,dartsscore,DE_N=10_CR=0.2_F=0.1,10649,"[-6.635000000000002, 110.87277715596282]",[-54.848],1000,178.0,10,0.2,0.1
11,dartsscore,DE_N=10_CR=0.2_F=0.1,10650,"[-0.19557196146, -0.21805015781394416]",[-48.65],1000,inf,10,0.2,0.1
12,dartsscore,DE_N=10_CR=0.2_F=0.1,10651,"[-25.535536197, -108.21365778216601]",[-52.2726],1000,inf,10,0.2,0.1
13,dartsscore,DE_N=10_CR=0.2_F=0.1,10652,"[85.72204080053217, -70.53679600631841]",[-41.2302],1000,inf,10,0.2,0.1
14,dartsscore,DE_N=10_CR=0.2_F=0.1,10653,"[-0.17380016743998106, 0.15480000000000127]",[-48.6],1000,inf,10,0.2,0.1
15,dartsscore,DE_N=10_CR=0.2_F=0.1,10654,"[0.06733499999999934, -0.004505294899998655]",[-48.685],1000,inf,10,0.2,0.1
16,dartsscore,DE_N=10_CR=0.2_F=0.1,10655,"[70.69159734300001, 85.3392144115965]",[-49.4856],1000,inf,10,0.2,0.1
17,dartsscore,DE_N=10_CR=0.2_F=0.1,10656,"[-0.5822256476000003, 0.10995475101399954]",[-48.5425],1000,inf,10,0.2,0.1
18,dartsscore,DE_N=10_CR=0.2_F=0.1,10657,[ -5.3 111.9],[-53.448],1000,6.0,10,0.2,0.1
19,dartsscore,DE_N=10_CR=0.2_F=0.1,10658,"[-0.19802358200000014, -0.2927464000598599]",[-48.65],1000,inf,10,0.2,0.1
0,dartsscore,DE_N=10_CR=0.2_F=0.5,10659,"[-1.3249999999999957, 110.05155029296876]",[-53.884],1000,905.0,10,0.2,0.5
1,dartsscore,DE_N=10_CR=0.2_F=0.5,10660,"[2.1750000000000114, 112.32246704101564]",[-52.748],1000,903.0,10,0.2,0.5
2,dartsscore,DE_N=10_CR=0.2_F=0.5,10661,"[10.21484375, 109.44682617187502]",[-53.5479],1000,579.0,10,0.2,0.5
3,dartsscore,DE_N=10_CR=0.2_F=0.5,10662,"[-32.72167968750001, -106.04140625]",[-52.3412],1000,inf,10,0.2,0.5
4,dartsscore,DE_N=10_CR=0.2_F=0.5,10663,"[-1.9, 109.9984375]",[-53.752],1000,519.0,10,0.2,0.5
5,dartsscore,DE_N=10_CR=0.2_F=0.5,10664,"[9.23271484375, 109.471875]",[-53.4943],1000,257.0,10,0.2,0.5
6,dartsscore,DE_N=10_CR=0.2_F=0.5,10665,"[-0.17787628173827225, 0.2907775878906309]",[-48.705],1000,inf,10,0.2,0.5
7,dartsscore,DE_N=10_CR=0.2_F=0.5,10666,"[-90.020263671875, -65.04175415039063]",[-44.0448],1000,inf,10,0.2,0.5
8,dartsscore,DE_N=10_CR=0.2_F=0.5,10667,"[-40.5415283203125, -103.34412841796876]",[-52.2502],1000,inf,10,0.2,0.5
9,dartsscore,DE_N=10_CR=0.2_F=0.5,10668,"[-44.33720703124999, -101.4]",[-51.616],1000,inf,10,0.2,0.5
10,dartsscore,DE_N=10_CR=0.2_F=0.5,10669,"[0.8499999999999943, 110.4671875]",[-54.444],1000,674.0,10,0.2,0.5
11,dartsscore,DE_N=10_CR=0.2_F=0.5,10670,"[-32.761035156249974, -106.03471679687502]",[-52.3412],1000,inf,10,0.2,0.5
12,dartsscore,DE_N=10_CR=0.2_F=0.5,10671,"[-8.420312499999994, 110.645458984375]",[-54.823],1000,387.0,10,0.2,0.5
13,dartsscore,DE_N=10_CR=0.2_F=0.5,10672,"[-5.120263671875012, 112.41718750000001]",[-52.376],1000,inf,10,0.2,0.5
14,dartsscore,DE_N=10_CR=0.2_F=0.5,10673,"[-0.07187499999999858, 110.2734375]",[-54.392],1000,665.0,10,0.2,0.5
15,dartsscore,DE_N=10_CR=0.2_F=0.5,10674,"[3.6499999999999915, 110.41250000000002]",[-54.352],1000,396.0,10,0.2,0.5
16,dartsscore,DE_N=10_CR=0.2_F=0.5,10675,"[-28.646742248535155, -107.36718749999999]",[-52.2652],1000,inf,10,0.2,0.5
17,dartsscore,DE_N=10_CR=0.2_F=0.5,10676,"[-3.580606079101557, 109.54765625000002]",[-52.88],1000,900.0,10,0.2,0.5
18,dartsscore,DE_N=10_CR=0.2_F=0.5,10677,"[10.0484375, 109.42812500000002]",[-53.7282],1000,339.0,10,0.2,0.5
19,dartsscore,DE_N=10_CR=0.2_F=0.5,10678,"[-41.312500000000014, -103.1625]",[-51.8624],1000,inf,10,0.2,0.5
0,dartsscore,DE_N=10_CR=0.2_F=1,10679,"[-40.29999999999974, -103.49999999999996]",[-52.2918],1000,inf,10,0.2,1.0
1,dartsscore,DE_N=10_CR=0.2_F=1,10680,"[73.0, 83.1]",[-49.0602],1000,inf,10,0.2,1.0
2,dartsscore,DE_N=10_CR=0.2_F=1,10681,"[-11.5, 109.9]",[-54.177],1000,67.0,10,0.2,1.0
3,dartsscore,DE_N=10_CR=0.2_F=1,10682,"[-35.90000000000002, -104.80000000000004]",[-52.2044],1000,inf,10,0.2,1.0
4,dartsscore,DE_N=10_CR=0.2_F=1,10683,"[11.199999999999989, 109.30000000000003]",[-52.9961],1000,252.0,10,0.2,1.0
5,dartsscore,DE_N=10_CR=0.2_F=1,10684,"[6.500000000000001, 111.30000000000004]",[-54.552],1000,152.0,10,0.2,1.0
6,dartsscore,DE_N=10_CR=0.2_F=1,10685,"[-1.3, 110.0]",[-53.984],1000,450.0,10,0.2,1.0
7,dartsscore,DE_N=10_CR=0.2_F=1,10686,"[60.29999999999998, 88.60000000000011]",[-37.5372],1000,inf,10,0.2,1.0
8,dartsscore,DE_N=10_CR=0.2_F=1,10687,"[-98.69999999999999, -51.099999999999945]",[-35.1208],1000,inf,10,0.2,1.0
9,dartsscore,DE_N=10_CR=0.2_F=1,10688,"[-33.2, -105.79999999999998]",[-52.1398],1000,inf,10,0.2,1.0
10,dartsscore,DE_N=10_CR=0.2_F=1,10689,"[-12.0, 110.69999999999997]",[-54.004],1000,568.0,10,0.2,1.0
11,dartsscore,DE_N=10_CR=0.2_F=1,10690,"[-39.39999999999999, -103.50000000000001]",[-52.0638],1000,inf,10,0.2,1.0
12,dartsscore,DE_N=10_CR=0.2_F=1,10691,"[-0.4, -0.30000000000001137]",[-48.495],1000,inf,10,0.2,1.0
13,dartsscore,DE_N=10_CR=0.2_F=1,10692,"[-31.49999999999976, -106.20000000000009]",[-52.2386],1000,inf,10,0.2,1.0
14,dartsscore,DE_N=10_CR=0.2_F=1,10693,"[2.9999999999999183, 111.19999999999996]",[-54.8],1000,173.0,10,0.2,1.0
15,dartsscore,DE_N=10_CR=0.2_F=1,10694,"[-6.400000000000006, 109.89999999999999]",[-53.908],1000,545.0,10,0.2,1.0
16,dartsscore,DE_N=10_CR=0.2_F=1,10695,"[2.842170943040401e-14, -0.09999999999999964]",[-48.685],1000,inf,10,0.2,1.0
17,dartsscore,DE_N=10_CR=0.2_F=1,10696,"[-2.5000000000000036, 109.89999999999999]",[-53.892],1000,188.0,10,0.2,1.0
18,dartsscore,DE_N=10_CR=0.2_F=1,10697,"[0.19999999999997742, 0.19999999999961915]",[-48.6825],1000,inf,10,0.2,1.0
19,dartsscore,DE_N=10_CR=0.2_F=1,10698,"[-10.400000000000013, 110.6]",[-54.5615],1000,111.0,10,0.2,1.0
0,dartsscore,DE_N=10_CR=0.2_F=1.5,10699,"[-22.424999999999972, -108.12499999999999]",[-50.696],1000,inf,10,0.2,1.5
1,dartsscore,DE_N=10_CR=0.2_F=1.5,10700,"[-0.24375000000002078, 0.6]",[-48.5625],1000,inf,10,0.2,1.5
2,dartsscore,DE_N=10_CR=0.2_F=1.5,10701,"[-33.3, -105.58437500000001]",[-51.8206],1000,inf,10,0.2,1.5
3,dartsscore,DE_N=10_CR=0.2_F=1.5,10702,"[-4.0, 110.78750000000002]",[-54.716],1000,441.0,10,0.2,1.5
4,dartsscore,DE_N=10_CR=0.2_F=1.5,10703,[ -26.5 -108.5],[-51.7246],1000,inf,10,0.2,1.5
5,dartsscore,DE_N=10_CR=0.2_F=1.5,10704,"[-1.9, 110.47499999999998]",[-54.26],1000,139.0,10,0.2,1.5
6,dartsscore,DE_N=10_CR=0.2_F=1.5,10705,"[5.999999999999993, 111.21249999999998]",[-54.336],1000,410.0,10,0.2,1.5
7,dartsscore,DE_N=10_CR=0.2_F=1.5,10706,"[1.299999999999996, 0.04999999999998295]",[-48.22],1000,inf,10,0.2,1.5
8,dartsscore,DE_N=10_CR=0.2_F=1.5,10707,"[-40.13749999999999, -103.50625000000014]",[-51.946],1000,inf,10,0.2,1.5
9,dartsscore,DE_N=10_CR=0.2_F=1.5,10708,"[-1.1999999999999786, 0.8937500000000114]",[-47.8825],1000,inf,10,0.2,1.5
10,dartsscore,DE_N=10_CR=0.2_F=1.5,10709,"[-90.87500000000006, -63.199999999999996]",[-43.5648],1000,inf,10,0.2,1.5
11,dartsscore,DE_N=10_CR=0.2_F=1.5,10710,"[10.356640624999997, 108.33750000000012]",[-50.0121],1000,inf,10,0.2,1.5
12,dartsscore,DE_N=10_CR=0.2_F=1.5,10711,"[-2.0062500000000227, 110.45]",[-54.296],1000,462.0,10,0.2,1.5
13,dartsscore,DE_N=10_CR=0.2_F=1.5,10712,"[-11.968749999999972, 110.21249999999999]",[-54.007],1000,801.0,10,0.2,1.5
14,dartsscore,DE_N=10_CR=0.2_F=1.5,10713,"[-43.595117187500115, -103.34218750000004]",[-50.3782],1000,inf,10,0.2,1.5
15,dartsscore,DE_N=10_CR=0.2_F=1.5,10714,"[0.4187500000001876, 112.91162109374997]",[-50.724],1000,inf,10,0.2,1.5
16,dartsscore,DE_N=10_CR=0.2_F=1.5,10715,"[3.075000000000017, 111.89218749999986]",[-53.592],1000,896.0,10,0.2,1.5
17,dartsscore,DE_N=10_CR=0.2_F=1.5,10716,"[1.3726562499998511, 110.9687499999997]",[-54.916],1000,890.0,10,0.2,1.5
18,dartsscore,DE_N=10_CR=0.2_F=1.5,10717,"[-1.4, 110.33437499999997]",[-54.572],1000,601.0,10,0.2,1.5
19,dartsscore,DE_N=10_CR=0.2_F=1.5,10718,"[-43.02500000000001, -102.51250000000005]",[-52.0654],1000,inf,10,0.2,1.5
0,dartsscore,DE_N=10_CR=0.2_F=2,10719,"[-38.399999999999885, -104.6]",[-51.7218],1000,inf,10,0.2,2.0
1,dartsscore,DE_N=10_CR=0.2_F=2,10720,"[14.30000000000005, 110.49999999999949]",[-48.4172],1000,inf,10,0.2,2.0
2,dartsscore,DE_N=10_CR=0.2_F=2,10721,"[-36.80000000000004, -106.7]",[-48.4994],1000,inf,10,0.2,2.0
3,dartsscore,DE_N=10_CR=0.2_F=2,10722,"[-2.3, 110.20000000000002]",[-54.24],1000,118.0,10,0.2,2.0
4,dartsscore,DE_N=10_CR=0.2_F=2,10723,"[11.200000000007464, 109.59999999999981]",[-53.4914],1000,831.0,10,0.2,2.0
5,dartsscore,DE_N=10_CR=0.2_F=2,10724,"[1.1999999999999718, 111.79999999999998]",[-54.024],1000,678.0,10,0.2,2.0
6,dartsscore,DE_N=10_CR=0.2_F=2,10725,"[-35.40000000000001, -105.29999999999795]",[-51.87],1000,inf,10,0.2,2.0
7,dartsscore,DE_N=10_CR=0.2_F=2,10726,"[2.7, 109.3]",[-51.884],1000,inf,10,0.2,2.0
8,dartsscore,DE_N=10_CR=0.2_F=2,10727,"[-2.7000000000000455, 110.0999999999998]",[-53.864],1000,643.0,10,0.2,2.0
9,dartsscore,DE_N=10_CR=0.2_F=2,10728,"[-26.800000000000217, -108.0]",[-51.8282],1000,inf,10,0.2,2.0
10,dartsscore,DE_N=10_CR=0.2_F=2,10729,"[-7.899999999999592, 109.8000000000012]",[-53.8185],1000,602.0,10,0.2,2.0
11,dartsscore,DE_N=10_CR=0.2_F=2,10730,"[68.70000000000024, 87.00000000000058]",[-49.2444],1000,inf,10,0.2,2.0
12,dartsscore,DE_N=10_CR=0.2_F=2,10731,"[-9.4, 110.79999999999998]",[-54.7955],1000,615.0,10,0.2,2.0
13,dartsscore,DE_N=10_CR=0.2_F=2,10732,"[0.6999999999999886, -2.500000000000014]",[-46.64],1000,inf,10,0.2,2.0
14,dartsscore,DE_N=10_CR=0.2_F=2,10733,"[-4.7, 111.09999999999992]",[-54.888],1000,276.0,10,0.2,2.0
15,dartsscore,DE_N=10_CR=0.2_F=2,10734,"[5.600000000000023, 110.39999999999995]",[-54.448],1000,998.0,10,0.2,2.0
