0.000000000000000000e+00,6.939000000000000000e+03,1.618000000000000000e+03,1.267000000000000000e+03,1.153000000000000000e+03,3.450000000000000000e+03,2.480000000000000000e+03,2.075000000000000000e+03,1.943000000000000000e+03,2.276000000000000000e+03,8.922500000000000000e+04,9.159200000000000000e+04,9.137900000000000000e+04,9.117600000000000000e+04,9.066600000000000000e+04,9.720800000000000000e+04,9.826700000000000000e+04,1.296000000000000000e+03,8.589000000000000000e+03,1.332000000000000000e+03,1.325000000000000000e+03,1.153000000000000000e+03,3.413000000000000000e+03,2.486000000000000000e+03,1.477000000000000000e+03,2.182000000000000000e+03,2.268000000000000000e+03,8.945100000000000000e+04,9.162100000000000000e+04,9.143300000000000000e+04,9.120100000000000000e+04,9.083400000000000000e+04,9.714500000000000000e+04
6.433000000000000000e+03,0.000000000000000000e+00,5.922000000000000000e+03,7.441000000000000000e+03,7.327000000000000000e+03,7.742000000000000000e+03,6.856000000000000000e+03,6.451000000000000000e+03,6.319000000000000000e+03,8.194000000000000000e+03,8.811700000000000000e+04,9.048400000000000000e+04,9.027100000000000000e+04,9.006800000000000000e+04,8.955900000000000000e+04,9.610100000000000000e+04,9.716000000000000000e+04,6.416000000000000000e+03,1.986000000000000000e+03,7.195000000000000000e+03,6.635000000000000000e+03,7.327000000000000000e+03,7.705000000000000000e+03,6.862000000000000000e+03,5.853000000000000000e+03,6.329000000000000000e+03,8.186000000000000000e+03,8.834400000000000000e+04,9.051400000000000000e+04,9.032600000000000000e+04,9.009300000000000000e+04,8.972700000000000000e+04,9.603700000000000000e+04
5.120000000000000000e+02,7.343000000000000000e+03,0.000000000000000000e+00,1.898000000000000000e+03,1.784000000000000000e+03,3.797000000000000000e+03,2.885000000000000000e+03,2.479000000000000000e+03,2.348000000000000000e+03,2.622000000000000000e+03,8.962900000000000000e+04,9.199600000000000000e+04,9.178300000000000000e+04,9.158000000000000000e+04,9.107100000000000000e+04,9.761200000000000000e+04,9.867200000000000000e+04,4.950000000000000000e+02,8.993000000000000000e+03,1.679000000000000000e+03,7.130000000000000000e+02,1.784000000000000000e+03,3.760000000000000000e+03,2.890000000000000000e+03,1.882000000000000000e+03,2.586000000000000000e+03,2.615000000000000000e+03,8.985600000000000000e+04,9.202600000000000000e+04,9.183700000000000000e+04,9.160500000000000000e+04,9.123800000000000000e+04,9.754900000000000000e+04
4.650000000000000000e+02,6.597000000000000000e+03,1.277000000000000000e+03,0.000000000000000000e+00,2.077000000000000000e+03,4.257000000000000000e+03,2.139000000000000000e+03,1.733000000000000000e+03,1.602000000000000000e+03,3.082000000000000000e+03,8.888300000000000000e+04,9.125000000000000000e+04,9.103700000000000000e+04,9.083400000000000000e+04,9.032500000000000000e+04,9.686600000000000000e+04,9.792500000000000000e+04,4.480000000000000000e+02,8.247000000000000000e+03,2.139000000000000000e+03,5.800000000000000000e+01,2.077000000000000000e+03,4.220000000000000000e+03,2.144000000000000000e+03,1.136000000000000000e+03,1.840000000000000000e+03,3.075000000000000000e+03,8.910900000000000000e+04,9.128000000000000000e+04,9.109100000000000000e+04,9.085900000000000000e+04,9.049200000000000000e+04,9.680300000000000000e+04
5.790000000000000000e+02,6.711000000000000000e+03,1.390000000000000000e+03,1.140000000000000000e+02,0.000000000000000000e+00,3.383000000000000000e+03,2.252000000000000000e+03,1.847000000000000000e+03,1.715000000000000000e+03,1.811000000000000000e+03,8.899700000000000000e+04,9.136400000000000000e+04,9.115100000000000000e+04,9.094800000000000000e+04,9.043800000000000000e+04,9.698000000000000000e+04,9.803900000000000000e+04,5.620000000000000000e+02,8.361000000000000000e+03,1.405000000000000000e+03,1.720000000000000000e+02,0.000000000000000000e+00,3.347000000000000000e+03,2.258000000000000000e+03,1.249000000000000000e+03,1.954000000000000000e+03,1.804000000000000000e+03,8.922300000000000000e+04,9.139300000000000000e+04,9.120500000000000000e+04,9.097300000000000000e+04,9.060600000000000000e+04,9.691700000000000000e+04
4.124000000000000000e+03,7.762000000000000000e+03,4.974000000000000000e+03,3.712000000000000000e+03,3.598000000000000000e+03,0.000000000000000000e+00,5.290000000000000000e+03,4.885000000000000000e+03,4.753000000000000000e+03,3.114000000000000000e+03,9.203500000000000000e+04,9.440200000000000000e+04,9.418900000000000000e+04,9.398600000000000000e+04,9.347600000000000000e+04,1.000180000000000000e+05,1.010770000000000000e+05,4.107000000000000000e+03,9.412000000000000000e+03,2.115000000000000000e+03,3.770000000000000000e+03,3.598000000000000000e+03,3.700000000000000000e+01,5.296000000000000000e+03,4.287000000000000000e+03,5.381000000000000000e+03,3.106000000000000000e+03,9.226100000000000000e+04,9.443100000000000000e+04,9.424300000000000000e+04,9.401100000000000000e+04,9.364400000000000000e+04,9.995500000000000000e+04
2.010000000000000000e+03,6.812000000000000000e+03,1.498000000000000000e+03,2.163000000000000000e+03,2.049000000000000000e+03,5.859000000000000000e+03,0.000000000000000000e+00,7.090000000000000000e+02,6.850000000000000000e+02,4.120000000000000000e+03,8.777500000000000000e+04,9.014100000000000000e+04,8.992900000000000000e+04,8.972600000000000000e+04,8.921600000000000000e+04,9.575800000000000000e+04,9.681700000000000000e+04,1.993000000000000000e+03,8.462000000000000000e+03,3.177000000000000000e+03,2.221000000000000000e+03,2.049000000000000000e+03,5.822000000000000000e+03,6.000000000000000000e+00,9.960000000000000000e+02,9.240000000000000000e+02,4.113000000000000000e+03,8.800100000000000000e+04,9.017100000000000000e+04,8.998300000000000000e+04,8.975100000000000000e+04,8.938400000000000000e+04,9.569500000000000000e+04
1.604000000000000000e+03,6.407000000000000000e+03,1.093000000000000000e+03,2.555000000000000000e+03,2.441000000000000000e+03,5.454000000000000000e+03,7.090000000000000000e+02,0.000000000000000000e+00,3.010000000000000000e+02,3.715000000000000000e+03,8.715000000000000000e+04,8.951700000000000000e+04,8.930400000000000000e+04,8.910100000000000000e+04,8.859100000000000000e+04,9.513300000000000000e+04,9.619200000000000000e+04,1.587000000000000000e+03,8.057000000000000000e+03,2.772000000000000000e+03,2.613000000000000000e+03,2.441000000000000000e+03,5.417000000000000000e+03,7.140000000000000000e+02,5.900000000000000000e+02,5.390000000000000000e+02,3.707000000000000000e+03,8.737600000000000000e+04,8.954600000000000000e+04,8.935800000000000000e+04,8.912600000000000000e+04,8.875900000000000000e+04,9.507000000000000000e+04
1.473000000000000000e+03,6.276000000000000000e+03,9.610000000000000000e+02,2.423000000000000000e+03,2.310000000000000000e+03,5.322000000000000000e+03,7.060000000000000000e+02,3.010000000000000000e+02,0.000000000000000000e+00,3.583000000000000000e+03,8.745100000000000000e+04,8.981700000000000000e+04,8.960500000000000000e+04,8.940200000000000000e+04,8.889200000000000000e+04,9.543400000000000000e+04,9.649300000000000000e+04,1.456000000000000000e+03,7.925000000000000000e+03,2.640000000000000000e+03,2.481000000000000000e+03,2.310000000000000000e+03,5.285000000000000000e+03,7.120000000000000000e+02,4.590000000000000000e+02,2.390000000000000000e+02,3.576000000000000000e+03,8.767700000000000000e+04,8.984700000000000000e+04,8.965900000000000000e+04,8.942700000000000000e+04,8.906000000000000000e+04,9.537100000000000000e+04
2.426000000000000000e+03,7.471000000000000000e+03,2.731000000000000000e+03,1.283000000000000000e+03,1.169000000000000000e+03,3.240000000000000000e+03,2.913000000000000000e+03,3.187000000000000000e+03,3.056000000000000000e+03,0.000000000000000000e+00,9.033700000000000000e+04,9.270400000000000000e+04,9.249100000000000000e+04,9.228800000000000000e+04,9.177900000000000000e+04,9.832000000000000000e+04,9.938000000000000000e+04,2.409000000000000000e+03,9.121000000000000000e+03,1.261000000000000000e+03,1.340000000000000000e+03,1.169000000000000000e+03,3.203000000000000000e+03,2.919000000000000000e+03,2.590000000000000000e+03,3.294000000000000000e+03,2.410000000000000000e+02,9.056400000000000000e+04,9.273400000000000000e+04,9.254500000000000000e+04,9.231300000000000000e+04,9.194600000000000000e+04,9.825700000000000000e+04
